📺央视频道,#genre#
CCTV7,http://sh.lnott.top:880/dx07.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,https://60.191.56.186:8888/hls/7/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://106.52.196.79:80/TV/mui.php?id=cctv7&key=txiptv&playlive=1&authid=0
CCTV7,http://183.223.157.33:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://60.29.124.66:6080/hls/18/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://223.241.247.214:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV7,http://106.111.244.182:60001/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://116.9.204.242:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://223.241.247.214:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,https://stream.iptv-search.com/main.php?id=CCTV8&t=1757043017&token=74b89595a9be2832ac05342b4bb94a1e
CCTV8,http://gfr.x3322.net:9901/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://gfr.x3322.net:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://k.061899.xyz/m.php?id=cctv8&key=txiptv&playlive=1&authid=0
CCTV8,http://61.156.228.12:8154/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://112.27.235.94:8000/hls/9/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://113.57.93.165:9900/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://sh.lnott.top:880/dx08.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,https://60.191.56.186:8888/hls/8/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://106.52.196.79:80/TV/mui.php?id=cctv8&key=txiptv&playlive=1&authid=0
CCTV8,http://183.223.157.33:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://60.29.124.66:6080/hls/19/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://223.241.247.214:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://ak6668768.zicp.io:8807/live1008.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://106.111.244.182:60001/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://111.43.126.240:9003/hls/21/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://183.237.95.108:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,https://stream.iptv-search.com/main.php?id=CCTV9&t=1757043017&token=dfede303a303c7df91623175af8ebb6a
CCTV9,http://gfr.x3322.net:9901/tsfile/live/1074_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://gfr.x3322.net:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://k.061899.xyz/m.php?id=cctv9&key=txiptv&playlive=1&authid=0
CCTV9,http://61.156.228.12:8154/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://112.27.235.94:8000/hls/10/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://113.57.93.165:9900/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://iptv.huuc.edu.cn/hls/cctv9hd.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://sh.lnott.top:880/dx09.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,https://60.191.56.186:8888/hls/9/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://106.52.196.79:80/TV/mui.php?id=cctv9&key=txiptv&playlive=1&authid=0
CCTV9,http://183.223.157.33:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://60.29.124.66:6080/hls/20/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://223.241.247.214:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://106.111.244.182:60001/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://42.225.117.174:11199/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,https://stream.iptv-search.com/main.php?id=CCTV10&t=1757043017&token=e2b31055a87dab792977778813507b68
CCTV10,http://gfr.x3322.net:9901/tsfile/live/1075_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://gfr.x3322.net:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://k.061899.xyz/m.php?id=cctv10&key=txiptv&playlive=1&authid=0
CCTV10,http://61.156.228.12:8154/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://sh.lnott.top:880/dx10.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,https://60.191.56.186:8888/hls/10/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://106.52.196.79:80/TV/mui.php?id=cctv10&key=txiptv&playlive=1&authid=0
CCTV10,http://183.223.157.33:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://60.29.124.66:6080/hls/21/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://222.169.85.8:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://223.241.247.214:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://113.57.93.165:9900/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://106.111.244.182:60001/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://42.225.117.174:11199/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,https://stream.iptv-search.com/main.php?id=CCTV11&t=1757043017&token=a74e21749a55d8eeb5b772de24561e5f
CCTV11,http://gfr.x3322.net:9901/tsfile/live/1076_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://gfr.x3322.net:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://k.061899.xyz/m.php?id=cctv11&key=txiptv&playlive=1&authid=0
CCTV11,http://61.156.228.12:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://112.27.235.94:8000/hls/12/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://113.57.93.165:9900/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://sh.lnott.top:880/dx11.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,https://60.191.56.186:8888/hls/11/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://106.52.196.79:80/TV/mui.php?id=cctv11&key=txiptv&playlive=1&authid=0
CCTV11,http://183.223.157.33:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://60.29.124.66:6080/hls/22/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://223.241.247.214:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://106.111.244.182:60001/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://42.225.117.174:11199/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://111.43.126.240:9003/hls/24/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://58.19.180.108:9981/stream/channelid/550290687?profile=pass
CCTV12,https://stream.iptv-search.com/main.php?id=CCTV12&t=1757043017&token=d773a3ca3d0e21019ccf003b86834f53
CCTV12,http://gfr.x3322.net:9901/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://gfr.x3322.net:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://k.061899.xyz/m.php?id=cctv12&key=txiptv&playlive=1&authid=0
CCTV12,http://61.156.228.12:8154/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://113.57.93.165:9900/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://sh.lnott.top:880/dx12.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,https://60.191.56.186:8888/hls/12/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://106.52.196.79:80/TV/mui.php?id=cctv12&key=txiptv&playlive=1&authid=0
CCTV12,http://183.223.157.33:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://222.169.85.8:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://223.241.247.214:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://106.111.244.182:60001/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://42.225.117.174:11199/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://111.43.126.240:9003/hls/25/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://58.19.180.108:9981/stream/channelid/857624678?profile=pass
CCTV13,https://stream.iptv-search.com/main.php?id=CCTV13&t=1757043017&token=fb9fcc5299d499f937a69e8ed32c03f5
CCTV13,http://gfr.x3322.net:9901/tsfile/live/1078_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://gfr.x3322.net:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://k.061899.xyz/m.php?id=cctv13&key=txiptv&playlive=1&authid=0
CCTV13,http://61.156.228.12:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://112.27.235.94:8000/hls/14/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://113.57.93.165:9900/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://sh.lnott.top:880/dx13.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,https://60.191.56.186:8888/hls/13/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://106.52.196.79:80/TV/mui.php?id=cctv13&key=txiptv&playlive=1&authid=0
CCTV13,http://183.223.157.33:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://60.29.124.66:6080/hls/23/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://222.169.85.8:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://223.241.247.214:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://www.cdnstv.com:6398/hls/13/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://106.111.244.182:60001/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://111.43.126.240:9003/hls/26/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://j.x.bkpcp.top/jx/CCTV13HD
CCTV14,https://stream.iptv-search.com/main.php?id=CCTV14&t=1757043017&token=b30075c77c045a64da32270298f58675
CCTV14,http://gfr.x3322.net:9901/tsfile/live/1079_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://gfr.x3322.net:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://k.061899.xyz/m.php?id=cctv14&key=txiptv&playlive=1&authid=0
CCTV14,http://61.156.228.12:8154/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://112.27.235.94:8000/hls/15/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://113.57.93.165:9900/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://sh.lnott.top:880/dx14.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://106.52.196.79:80/TV/mui.php?id=cctv14&key=txiptv&playlive=1&authid=0
CCTV14,http://183.223.157.33:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://60.29.124.66:6080/hls/24/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://223.241.247.214:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://106.111.244.182:60001/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://42.225.117.174:11199/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://111.43.126.240:9003/hls/27/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://58.19.180.108:9981/stream/channelid/446310281?profile=pass
CCTV14,http://111.227.196.164:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://183.237.95.108:9901/tsfile/live/1096_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://218.89.240.144:59901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
